序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
1373,2923,润都股份,珠海润都制药股份有限公司,珠海市,珠海市,7.79亿,9065.26万,1347,2018-01-05,,,--,--,化学药制剂、化学原料药、医药中间体的研发、生产和销售
1374,2925,盈趣科技,厦门盈趣科技股份有限公司,福建,厦门市,32.67亿,9.82亿,4651,2018-01-15,,,--,--,"主要从事智能控制部件、创新消费电子产品的研发、生产和销售,并为中小型企业提供智能制造解决方案。"
1375,2926,华西证券,华西证券股份有限公司,成都市,成都市,26.72亿,10.20亿,3749,2018-02-05,,,--,--,经纪业务、投资银行业务、固定收益业务、研究咨询业务、受托资产管理业务、自营投资业务、战略客户服务业务、其他业务。
1376,2927,泰永长征,贵州泰永长征技术股份有限公司,贵州,遵义市,3.29亿,6961.03万,1143,2018-02-23,,,--,--,从事双电源转换开关、断路器、变压器、新能源充电设备、工控自动化产品等中低压电器元器件及系统集成成套设备的研发、生产和销售。
1377,2928,华夏航空,华夏航空股份有限公司,贵阳市,贵阳市,34.48亿,3.74亿,4427,2018-03-02,,,--,--,客运、货运等航空运输服务。
1378,2929,润建股份,润建股份有限公司,广西,南宁市,27.78亿,2.39亿,3854,2018-03-01,,,--,--,提供专业化的通信网络技术服务
1379,2930,宏川智慧,广东宏川智慧物流股份有限公司,东莞市,东莞市,3.65亿,9213.43万,727,2018-03-28,,,--,--,为境内外石化产品生产商、贸易商和终端用户提供仓储综合服务及其他相关服务
1380,2931,锋龙股份,浙江锋龙电气股份有限公司,浙江,绍兴市,3.13亿,4781.09万,773,2018-04-03,,,--,--,园林机械零部件及汽车零部件的研发、生产和销售
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
1381,2932,明德生物,武汉明德生物科技股份有限公司,湖北,武汉市,1.65亿,6555.38万,623,2018-07-10,,,--,--,POCT快速诊断试剂与快速检测仪器的自主研发、生产和销售
1382,2933,新兴装备,北京新兴东方航空装备股份有限公司,北京,北京市,3.07亿,1.17亿,296,2018-08-28,,,--,--,伺服控制技术为核心的航空装备产品的研发、生产、销售及相关服务。
1383,2935,天奥电子,成都天奥电子股份有限公司,四川,成都市,8.20亿,9251.60万,579,2018-09-03,,,--,--,时间频率产品、北斗卫星应用产品的研发、设计、生产和销售
1384,2936,郑州银行,郑州银行股份有限公司,河南,郑州市,101.94亿,43.34亿,5139,2018-09-19,,,--,--,公司银行业务、零售银行业务和资金业务
1385,2937,兴瑞科技,宁波兴瑞电子科技股份有限公司,浙江,宁波市,8.78亿,8378.37万,2767,2018-09-26,,,--,--,提供连接器、屏蔽罩、散热片、支撑件、外壳、调节器和整流桥等精密电子零部件产品及模具产品
1386,2938,鹏鼎控股,鹏鼎控股(深圳)股份有限公司,广东,深圳市,239.21亿,18.27亿,35050,2018-09-18,,,--,--,从事各类印制电路板的设计、研发、制造与销售业务
1387,2939,长城证券,长城证券股份有限公司,广东,深圳市,29.58亿,8.96亿,3208,2018-10-26,,,--,--,证券经纪;证券投资咨询;与证券交易、证券投资活动有关的财务顾问;证券承销与保荐;证券自营;证券资产管理;融资融券;证券投资基金代销;为期货公司提供中间介绍业务;代销金融产品。
1388,2940,昂利康,浙江昂利康制药股份有限公司,浙江,绍兴市,8.73亿,1.05亿,871,2018-10-23,,,--,--,医药生产制造业务
1389,2941,新疆交建,新疆交通建设集团股份有限公司,新疆,乌鲁木齐市,71.24亿,2.63亿,1950,2018-11-28,,,--,--,"公路、桥梁、隧道、市政工程等基础设施的施工、勘察设计与试验检测,以及路桥工程施工主材料的贸易业务"
1390,2942,新农股份,浙江新农化工股份有限公司,浙江,台州市,8.08亿,7601.70万,1224,2018-12-05,,,--,--,化学农药原药及制剂、精细化工中间体的研发、生产和销售。
1391,2943,宇晶股份,湖南宇晶机器股份有限公司,湖南,益阳市,3.53亿,7480.28万,514,2018-11-29,,,--,--,精密数控机床设备的研发、设计、生产和销售;提供硬脆材料切割、研磨及抛光等加工服务一体化解决方案
1392,2945,华林证券,华林证券股份有限公司,西藏,拉萨市,10.67亿,4.62亿,1324,2019-01-17,,,--,--,证券经纪、投资银行、信用业务、资产管理、证券自营。
1393,2946,新乳业,新希望乳业股份有限公司,四川,成都市,44.22亿,2.16亿,6878,2019-01-25,,,--,--,乳制品及含乳饮料的研发、生产和销售
1394,2947,恒铭达,苏州恒铭达电子科技股份有限公司,江苏,苏州市,4.49亿,9893.32万,690,2019-02-01,,,--,--,消费电子功能性器件、消费电子防护产品、消费电子外盒保护膜的设计、研发、生产与销售
1395,2948,青岛银行,青岛银行股份有限公司,山东,青岛市,55.83亿,19.04亿,4117,2019-01-16,,,--,--,提供公司及个人存款、货款和垫款、支付结算、金融市场业务及中国银监会批准的其他银行业务。
1396,2949,华阳国际,深圳市华阳国际工程设计股份有限公司,广东,深圳市,5.93亿,1.06亿,4108,2019-02-26,,,--,--,建筑设计与技术咨询及研发、BIM设计与技术咨询、工程造价与咨询、工程总承包、全过程工程咨询、PC构件的生产和销售
1397,2950,奥美医疗,奥美医疗用品股份有限公司,湖北,宜昌市,17.11亿,2.33亿,4886,2019-03-11,,,--,--,医用敷料等一次性医用耗材的研发、生产和销售
1398,2951,金时科技,四川金时科技股份有限公司,四川,成都市,5.45亿,1.81亿,517,2019-03-15,,,--,--,烟标等包装印刷品的研发、生产和销售。
1399,2952,亚世光电,亚世光电股份有限公司,辽宁,鞍山市,5.07亿,6769.46万,1682,2019-03-28,,,--,--,中小尺寸液晶显示屏及液晶显示模组的设计、研发、生产和销售
1400,2953,日丰股份,广东日丰电缆股份有限公司,广东,中山市,12.64亿,6180.75万,1834,2019-05-09,,,--,--,自主研发并专业制造橡套类电线电缆
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
1401,2955,鸿合科技,鸿合科技股份有限公司,北京,北京市,36.17亿,2.05亿,2902,2019-05-23,,,--,--,智能交互显示产品及智能视听解决方案的设计、研发、生产与销售
1402,2956,西麦食品,桂林西麦食品股份有限公司,广西,桂林市,7.20亿,1.01亿,2528,2019-06-19,,,--,--,燕麦食品的研发、生产和销售。
1403,2957,科瑞技术,深圳科瑞技术股份有限公司,广东,深圳市,18.32亿,3.09亿,2182,2019-07-26,,,--,--,工业自动化设备的研发、设计、生产、销售、技术服务、精密零部件制造业务
1404,2958,青农商行,青岛农村商业银行股份有限公司,山东,青岛市,60.79亿,21.40亿,4896,2019-03-26,,,--,--,公司银行业务、零售银行业务、资金业务及国际业务
1405,2959,小熊电器,小熊电器股份有限公司,--,--,16.47亿,1.47亿,3377,2019-08-23,--,,--,--,创意小家电研发、设计、生产和销售。
1406,2960,青鸟消防,青鸟消防股份有限公司,河北,张家口市,14.75亿,3.21亿,2434,2019-08-09,,,--,--,消防安全系统产品的研究、开发、生产和销售
1407,2961,瑞达期货,瑞达期货股份有限公司,--,--,5.13亿,1.59亿,463,2019-09-05,--,,--,--,金融期货经纪；商品期货经纪；期货投资咨询；资产管理。
1408,2962,五方光电,湖北五方光电股份有限公司,--,--,6.24亿,1.68亿,1066,2019-09-17,--,,--,--,精密光电薄膜元器件的研发、生产和销售
1409,2963,豪尔赛,豪尔赛科技集团股份有限公司,--,--,4.86亿,8222.56万,502,2019-10-28,--,,--,--,照明工程施工及与之相关的照明工程设计、研发、照明产品销售
1410,2965,祥鑫科技,祥鑫科技股份有限公司,--,--,14.17亿,1.39亿,2734,2019-10-25,--,,--,--,精密冲压模具和金属结构件研发、生产和销售
1411,2966,苏州银行,苏州银行股份有限公司,江苏,苏州市,68.99亿,21.50亿,4249,2019-08-02,,,--,--,公司业务、个人业务、资金业务及其他业务。
1412,2967,广电计量,广州广电计量检测股份有限公司,--,--,8.37亿,1.10亿,4171,2019-11-08,--,,--,--,计量服务、检测服务、检测装备研发等专业技术服务
1413,2968,新大正,重庆新大正物业集团股份有限公司,--,--,7.68亿,7133.78万,19753,2019-12-03,--,,--,--,物业管理服务
1414,2969,嘉美包装,嘉美食品包装(滁州)股份有限公司,--,--,27.47亿,8531.12万,2513,2019-12-02,--,,--,--,食品饮料包装容器的研发、设计、生产和销售及提供饮料灌装服务。
1415,2970,锐明技术,深圳市锐明技术股份有限公司,--,--,8.52亿,1.20亿,1971,2019-12-17,--,,--,--,以视频为核心的商用车监控信息化产品的研发、生产及销售。
1416,2971,和远气体,湖北和远气体股份有限公司,--,--,5.75亿,4496.31万,750,2020-01-13,--,,--,--,致力于各类气体产品的生产与服务、工业尾气回收循环利用以实现节能环保效应的综合解决方案提供商及运营商
1417,2972,科安达,深圳科安达电子科技股份有限公司,--,--,2.35亿,7764.40万,326,2019-12-27,--,,--,--,围绕轨道交通领域提供产品、服务和系统解决方案
1418,2973,侨银环保,侨银环保科技股份有限公司,--,--,11.87亿,9712.94万,43888,2020-01-06,--,,--,--,主要从事生活垃圾的清扫、收集、运输及处理等业务。
1419,2975,博杰股份,珠海博杰电子股份有限公司,--,--,4.82亿,3371.79万,1744,2020-02-05,--,,--,--,专注于工业自动化设备与配件的研发、生产、销售及相关技术服务的高新技术企业，致力于为客户提供自动化测试和自动化组装一站式解决方案。
1420,2976,瑞玛工业,苏州瑞玛精密工业股份有限公司,--,--,5.60亿,6032.99万,880,2020-03-06,--,,--,--,从事移动通信、汽车、电力电气等行业精密金属零部件及相应模具的研发、生产、销售
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
1421,2977,天箭科技,成都天箭科技股份有限公司,--,--,1.75亿,5549.80万,166,2020-03-17,--,,--,--,从事高波段、大功率固态微波前端研发、生产和销售
1422,2978,安宁股份,四川安宁铁钛股份有限公司,--,--,12.87亿,5.50亿,1023,2020-04-17,--,,--,--,铁矿石的开采、洗选、销售
1423,2979,雷赛智能,深圳市雷赛智能控制股份有限公司,--,--,5.35亿,9349.66万,712,2020-04-08,--,,--,--,运动控制系列产品的研发、生产及销售，为自动化装备制造业客户提供包括控制器、驱动器、电机在内的完整的运动控制系列产品及解决方案。
1424,2980,华盛昌,深圳市华盛昌科技实业股份有限公司,--,--,4.56亿,5323.84万,1017,2020-04-15,--,,--,--,从事测量测试仪器仪表的技术研究、设计开发、生产和销售。
1425,2981,朝阳科技,广东朝阳电子科技股份有限公司,--,--,6.47亿,8054.26万,3319,2020-04-17,--,,--,--,从事电声部件及电声产品研发、生产及销售
1426,2982,湘佳股份,湖南湘佳牧业股份有限公司,--,--,11.54亿,6007.08万,5167,2020-04-24,--,,--,--,种禽繁育，家禽饲养及销售，禽类屠宰加工及销售，饲料、生物肥生产及销售
1427,2983,芯瑞达,安徽芯瑞达科技股份有限公司,--,--,4.50亿,5776.06万,532,2020-04-28,--,,--,--,"从事新型显示光电系统、健康智能光源系统的研发、设计、生产、销售及技术服务,提供从光源设计、光电系统设计、显示设计、控制系统设计、外观设计、产品制造及技术服务的一体化解决方案。"
1428,2985,北摩高科,北京北摩高科摩擦材料股份有限公司,--,--,2.90亿,1.04亿,305,2020-04-29,--,,--,--,主要从事军、民两用航空航天飞行器起落架着陆系统及坦克装甲车辆、高速列车等高端装备刹车制动产品的研发、生产和销售
1429,2986,宇新股份,湖南宇新能源科技股份有限公司,--,--,27.79亿,1.47亿,335,2020-06-02,--,,--,--,以LPG为原料的有机化工产品的工艺研发、生产和销售。
1430,2987,京北方,京北方信息技术股份有限公司,--,--,10.10亿,4841.50万,18163,2020-05-07,--,,--,--,以信息技术为核心，主要向以银行为主的金融机构提供信息技术服务和业务流程外包服务。
1431,2988,豪美新材,广东豪美新材股份有限公司,--,--,23.63亿,1.13亿,3059,2020-05-18,--,,--,--,从事铝合金型材和系统门窗研发、设计、生产及销售
1432,2989,中天精装,深圳中天精装股份有限公司,--,--,9.39亿,8014.92万,1238,2020-06-10,--,,--,--,为国内大型房地产商提供住宅批量精装修服务。
1433,2990,盛视科技,盛视科技股份有限公司,--,--,3.34亿,7141.71万,834,2020-05-25,--,,--,--,提供智慧口岸整体解决方案及其智能产品
1434,2991,甘源食品,甘源食品股份有限公司,--,--,7.88亿,6212.77万,1862,2020-07-31,--,,--,--,休闲食品的研发、生产和销售
1435,2992,宝明科技,深圳市宝明科技股份有限公司,--,--,11.42亿,1.40亿,2239,2020-08-03,--,,--,--,新型平板显示器件的研发、设计、生产和销售
1436,2993,奥海科技,东莞市奥海科技股份有限公司,--,--,11.53亿,5126.99万,4714,2020-08-17,--,,--,--,充电器、移动电源等智能终端充储电产品的设计、研发、生产和销售
1437,2995,天地在线,北京全时天地在线网络信息股份有限公司,--,--,15.29亿,6306.21万,1296,2020-08-05,--,,--,--,提供互联网综合营销服务及企业级SaaS营销服务
1438,3816,中国广核,中国广核电力股份有限公司,--,--,456.33亿,127.24亿,18383,2019-08-26,--,,--,--,建设、运营及管理核电站，销售该等核电站所发电力，组织开发核电站的设计及科研工作
1439,300001,特锐德,青岛特锐德电气股份有限公司,青岛市,崂山区,51.05亿,2.25亿,5976,2009-10-30,--,,其他输变电设备,--,研发、生产和销售以户外箱式电力设备为主、户内开关柜为辅的成套变配电产品
1440,300002,神州泰岳,北京神州泰岳软件股份有限公司,北京市,海淀区,20.26亿,9705.79万,3516,2009-10-30,--,,其他软件服务,--,ICT领域运营管理软件、手机游戏、物联网技术应用、创新板块
